school_id,examinee_id,first_name,last_name,examinee_name,ms_year
979166,979166_E00096,Camron,el-Samra,Camron el-Samra,MS4
979166,979166_E00097,Sophearath,Ng,Sophearath Ng,MS3
979166,979166_E00098,Siraaj,Schwartz,Siraaj Schwartz,MS3
979166,979166_E00099,James,Babiker,James Babiker,MS1
979166,979166_E00100,Taariq,Shrestha,Taariq Shrestha,MS2
979166,979166_E00101,Kassandra,Molina,Kassandra Molina,MS1
979166,979166_E00102,Katiery,Boyd,Katiery Boyd,MS1
979166,979166_E00103,Savion,al-Dia,Savion al-Dia,MS1
979166,979166_E00104,Tuhfa,Reid,Tuhfa Reid,MS1
979166,979166_E00105,Linda,Gallegos,Linda Gallegos,MS4
979166,979166_E00106,Trevor,Jones,Trevor Jones,MS1
979166,979166_E00107,Jaasir,el-Waheed,Jaasir el-Waheed,MS2
979166,979166_E00108,Kyle,Barringer,Kyle Barringer,MS1
979166,979166_E00109,Rheanna,Nguyen,Rheanna Nguyen,MS4
979166,979166_E00110,Kimberly,Mathiang,Kimberly Mathiang,MS4
979166,979166_E00111,Zara,Guillory,Zara Guillory,MS2
979166,979166_E00112,Zuhra,Scott,Zuhra Scott,MS3
979166,979166_E00113,Zakariyya,Hopson,Zakariyya Hopson,MS3
979166,979166_E00114,Jun,Martinez,Jun Martinez,MS4
979166,979166_E00115,Kaela,Lee,Kaela Lee,MS3
979166,979166_E00116,Khadeeja,Lavassani,Khadeeja Lavassani,MS3
979166,979166_E00117,Sh-Lanta,al-Allam,Sh-Lanta al-Allam,MS2
979166,979166_E00118,Khaaliq,Matsushima,Khaaliq Matsushima,MS4
979166,979166_E00119,Brittany,Morin,Brittany Morin,MS4
979166,979166_E00120,Jason,Naitaqi,Jason Naitaqi,MS3
979166,979166_E00121,Rylee,Nichols,Rylee Nichols,MS1
979166,979166_E00122,Zaghlool,Connors,Zaghlool Connors,MS3
979166,979166_E00123,Mandeep,al-Baksh,Mandeep al-Baksh,MS3
979166,979166_E00124,Brannon,al-Mostafa,Brannon al-Mostafa,MS1
979166,979166_E00125,Mikkayla,Taylor,Mikkayla Taylor,MS3
979166,979166_E00126,Nova,Moseley,Nova Moseley,MS1
979166,979166_E00127,Naasif,Wilson,Naasif Wilson,MS1
979166,979166_E00128,Michael,Keen,Michael Keen,MS4
979166,979166_E00129,Jacob,Gimenez,Jacob Gimenez,MS1
979166,979166_E00130,Ameera,Lopez,Ameera Lopez,MS1
979166,979166_E00131,Thitti,Rodriguez,Thitti Rodriguez,MS4
979166,979166_E00132,Viridiana,Ferreira,Viridiana Ferreira,MS4
979166,979166_E00133,Min,Jennings,Min Jennings,MS4
979166,979166_E00134,Dasha,al-Abdelnour,Dasha al-Abdelnour,MS1
979166,979166_E00135,Jessica,Solis,Jessica Solis,MS4
979166,979166_E00136,Fayeza,al-Saba,Fayeza al-Saba,MS3
979166,979166_E00137,Chaneesa,O'Neill,Chaneesa O'Neill,MS4
979166,979166_E00138,Ronnine,Talent,Ronnine Talent,MS4
979166,979166_E00139,Tyler,Williams,Tyler Williams,MS2
979166,979166_E00140,Haazima,Panicucci,Haazima Panicucci,MS2
979166,979166_E00141,Charli,el-Tamer,Charli el-Tamer,MS3
979166,979166_E00142,Nuha,Rivera,Nuha Rivera,MS4
979166,979166_E00143,Jesse,Escobar,Jesse Escobar,MS3
979166,979166_E00144,Yvette,Kwon,Yvette Kwon,MS2
979166,979166_E00145,Kristin,Auer,Kristin Auer,MS4
979166,979166_E00146,Manaal,Gapp,Manaal Gapp,MS4
979166,979166_E00147,Erick,Frick,Erick Frick,MS4
979166,979166_E00148,Mahdhoodha,Juarez,Mahdhoodha Juarez,MS3
979166,979166_E00149,Hana,Palacios,Hana Palacios,MS1
979166,979166_E00150,Matthew,al-Salek,Matthew al-Salek,MS3
979166,979166_E00151,Zarqaa,Robinson,Zarqaa Robinson,MS2
979166,979166_E00152,Jacob,Kowalenko,Jacob Kowalenko,MS4
979166,979166_E00153,Janyse,Pham,Janyse Pham,MS1
979166,979166_E00154,Antonio,Feazell,Antonio Feazell,MS2
979166,979166_E00155,Francisco,Koch,Francisco Koch,MS3
979166,979166_E00156,Isaiah,Kelley,Isaiah Kelley,MS4
979166,979166_E00157,Adrian,York,Adrian York,MS1
979166,979166_E00158,Edward,al-Ismael,Edward al-Ismael,MS2
979166,979166_E00159,Kijana,Poland,Kijana Poland,MS2
979166,979166_E00160,Darias,Cohen,Darias Cohen,MS3
979166,979166_E00161,Kali,Gallo,Kali Gallo,MS2
979166,979166_E00162,Diana,Amos,Diana Amos,MS3
979166,979166_E00163,Ghaada,Richardson,Ghaada Richardson,MS3
979166,979166_E00164,Terrell,Shoeboot-Oliver,Terrell Shoeboot-Oliver,MS4
979166,979166_E00165,Jeovana,Quintana,Jeovana Quintana,MS3
979166,979166_E00166,Manuel,Street,Manuel Street,MS4
979166,979166_E00167,Estevon,Matson,Estevon Matson,MS2
979166,979166_E00168,Ashley,Morgan,Ashley Morgan,MS3
979166,979166_E00169,Jared,Kumar,Jared Kumar,MS2
979166,979166_E00170,Alexa,Evans,Alexa Evans,MS1
979166,979166_E00171,Jocelyn,Lopez,Jocelyn Lopez,MS2
979166,979166_E00172,Taamira,Long,Taamira Long,MS3
979166,979166_E00173,Ama Soma,Nagendra,Ama Soma Nagendra,MS3
979166,979166_E00174,Dazhean,Taylor,Dazhean Taylor,MS2
979166,979166_E00175,Spencer,Douglass,Spencer Douglass,MS3
979166,979166_E00176,Julian,Kohlman,Julian Kohlman,MS2
979166,979166_E00177,Juhaina,Gonzalez Morales,Juhaina Gonzalez Morales,MS4
979166,979166_E00178,Alondra,Brown,Alondra Brown,MS3
979166,979166_E00179,Aysha,Caceres,Aysha Caceres,MS3
979166,979166_E00180,Nawaal,Beckworth,Nawaal Beckworth,MS3
979166,979166_E00181,Uriel,al-Abad,Uriel al-Abad,MS3
979166,979166_E00182,Elliot,Eriven,Elliot Eriven,MS2
979166,979166_E00183,Jesus,Ilaoa,Jesus Ilaoa,MS2
979166,979166_E00184,Ty,Yang,Ty Yang,MS2
979166,979166_E00185,Jamie,Norton,Jamie Norton,MS1
979166,979166_E00186,Jamillah,Montesano,Jamillah Montesano,MS3
979166,979166_E00187,Joshua,Segoviano,Joshua Segoviano,MS2
979166,979166_E00188,Dale,Wyatt,Dale Wyatt,MS4
979166,979166_E00189,Brittany,Haro,Brittany Haro,MS1
979166,979166_E00190,Jenae,Al-Najar,Jenae Al-Najar,MS3
979166,979166_E00191,Tristen,Xiong,Tristen Xiong,MS4
979166,979166_E00192,Christopher,Russell,Christopher Russell,MS4
979166,979166_E00193,Aleya,Munoz,Aleya Munoz,MS4
979166,979166_E00194,Angela,Harris,Angela Harris,MS3
979166,979166_E00195,Jaimin,Carreon-Sandoval,Jaimin Carreon-Sandoval,MS3
979166,979166_E00196,Anthony,Balducci,Anthony Balducci,MS1
979166,979166_E00197,Kylina,Banks,Kylina Banks,MS4
979166,979166_E00198,Aaron,Patrick,Aaron Patrick,MS4
979166,979166_E00199,Cindy,Giron Lovato,Cindy Giron Lovato,MS2
979166,979166_E00200,Hamsa,Rhodes Franklin,Hamsa Rhodes Franklin,MS1
979166,979166_E00201,Kiara,Sur,Kiara Sur,MS1
979166,979166_E00202,Kimberly,Pruitt,Kimberly Pruitt,MS2
979166,979166_E00203,Saky,Nunez,Saky Nunez,MS4
979166,979166_E00204,Nicole,Mcmahon,Nicole Mcmahon,MS2
979166,979166_E00205,Sonia,al-Pirani,Sonia al-Pirani,MS1
979166,979166_E00206,Mutee'a,Hendee,Mutee'a Hendee,MS3
979166,979166_E00207,Jonathan,Philip,Jonathan Philip,MS1
979166,979166_E00208,Jammi,el-Abad,Jammi el-Abad,MS4
979166,979166_E00209,Rahma,Pacht,Rahma Pacht,MS3
979166,979166_E00210,Sara,el-Shad,Sara el-Shad,MS3
979166,979166_E00211,Ronald,Jefferson,Ronald Jefferson,MS3
979166,979166_E00212,Dakota,Shoeboot-Oliver,Dakota Shoeboot-Oliver,MS1
979166,979166_E00213,Casey,Coppin,Casey Coppin,MS4
979166,979166_E00214,Cissy,Ramirez,Cissy Ramirez,MS3
979166,979166_E00215,Mimi,Teehan,Mimi Teehan,MS4
979166,979166_E00216,Maisara,Burris,Maisara Burris,MS2
979166,979166_E00217,Zachary,al-Sulaiman,Zachary al-Sulaiman,MS4
979166,979166_E00218,Jennifer,Tran,Jennifer Tran,MS2
979166,979166_E00219,Frederick,Iranfar,Frederick Iranfar,MS4
979166,979166_E00220,Cody,Huff,Cody Huff,MS2
979166,979166_E00221,Tyler,Chen,Tyler Chen,MS2
979166,979166_E00222,Issac,Cruz,Issac Cruz,MS3
979166,979166_E00223,Joshua,Groesbeck,Joshua Groesbeck,MS3
979166,979166_E00224,Radiyya,Burris,Radiyya Burris,MS3
979166,979166_E00225,Nada,Wilson,Nada Wilson,MS2
979166,979166_E00226,Allan,Corona,Allan Corona,MS2
979166,979166_E00227,Nicholas,Clayburn,Nicholas Clayburn,MS3
979166,979166_E00228,Stephanie,Wong,Stephanie Wong,MS3
979166,979166_E00229,Hubert,Wilson,Hubert Wilson,MS3
979166,979166_E00230,Patrick,Solis-Castillo,Patrick Solis-Castillo,MS2
979166,979166_E00231,Sarah,Price,Sarah Price,MS4
979166,979166_E00232,Amelia,Simmons,Amelia Simmons,MS4
979166,979166_E00233,James,Hernandez,James Hernandez,MS3
979166,979166_E00234,Christina,Mestas,Christina Mestas,MS3
979166,979166_E00235,Umaima,Mensah,Umaima Mensah,MS2
979166,979166_E00236,Kristin,Letteney,Kristin Letteney,MS3
979166,979166_E00237,Jordana,Chang,Jordana Chang,MS2
979166,979166_E00238,Haazima,Wong,Haazima Wong,MS2
979166,979166_E00239,Ian,Sendejas,Ian Sendejas,MS2
979166,979166_E00240,Antonio,Lilja,Antonio Lilja,MS1
979166,979166_E00241,Elizabeth,Reuter,Elizabeth Reuter,MS3
979166,979166_E00242,Joseph,Bhagat,Joseph Bhagat,MS1
979166,979166_E00243,Rachael,Perkins,Rachael Perkins,MS4
979166,979166_E00244,Rayden,Ho,Rayden Ho,MS3
979166,979166_E00245,Aaron,Caine,Aaron Caine,MS3
979166,979166_E00246,Clayton,Howard,Clayton Howard,MS2
979166,979166_E00247,Sydney,Newton,Sydney Newton,MS1
979166,979166_E00248,Sara,Mcneil,Sara Mcneil,MS1
979166,979166_E00249,Deja,el-Badour,Deja el-Badour,MS2
979166,979166_E00250,Robert,Reyes Lopez,Robert Reyes Lopez,MS1
979166,979166_E00251,Najwa,Maple,Najwa Maple,MS1
979166,979166_E00252,Abrielle,Strand,Abrielle Strand,MS1
979166,979166_E00253,Bryan,el-Salameh,Bryan el-Salameh,MS2
979166,979166_E00254,Joseph,Hale,Joseph Hale,MS4
979166,979166_E00255,Matthew,Hood,Matthew Hood,MS3
979166,979166_E00256,Youjin,el-Dib,Youjin el-Dib,MS2
979166,979166_E00257,Fernando,Pinelle,Fernando Pinelle,MS4
979166,979166_E00258,Eliza,Aryal,Eliza Aryal,MS2
979166,979166_E00259,Daniel,Colten,Daniel Colten,MS2
979166,979166_E00260,Taylor,Carpenter,Taylor Carpenter,MS2
979166,979166_E00261,Estefania,Mitzner,Estefania Mitzner,MS1
979166,979166_E00262,Jordanne,el-Masri,Jordanne el-Masri,MS4
979166,979166_E00263,Isaiah,Herder,Isaiah Herder,MS2
979166,979166_E00264,Parnia,Mai,Parnia Mai,MS3
979166,979166_E00265,Nate,Wynn,Nate Wynn,MS1
979166,979166_E00266,Jaelin,el-Sabir,Jaelin el-Sabir,MS2
979166,979166_E00267,Osvaldo,Schips,Osvaldo Schips,MS1
979166,979166_E00268,Charlie,el-Fares,Charlie el-Fares,MS3
979166,979166_E00269,Yusri,Folarin,Yusri Folarin,MS4
979166,979166_E00270,Tawfeeq,Rascon,Tawfeeq Rascon,MS3
979166,979166_E00271,Thomas,Matthews,Thomas Matthews,MS1
979166,979166_E00272,Patrick,Aragon,Patrick Aragon,MS2
979166,979166_E00273,Melissa,Mcbroom,Melissa Mcbroom,MS4
979166,979166_E00274,Aaron,Martinez,Aaron Martinez,MS4
979166,979166_E00275,Olivia,Romero,Olivia Romero,MS1
979166,979166_E00276,Clayton,Walton,Clayton Walton,MS2
979166,979166_E00277,Lynn,Frost,Lynn Frost,MS3
979166,979166_E00278,Erick,Rupp,Erick Rupp,MS4
979166,979166_E00279,Taaha,Nix,Taaha Nix,MS3
979166,979166_E00280,Wajeeha,Collins,Wajeeha Collins,MS1
979166,979166_E00281,Sierra,Yohannes,Sierra Yohannes,MS3
979166,979166_E00282,John,el-Barakat,John el-Barakat,MS4
979166,979166_E00283,Vijay,el-Soliman,Vijay el-Soliman,MS1
979166,979166_E00284,Prettyboy,Yamamoto,Prettyboy Yamamoto,MS1
979166,979166_E00285,Emilyn,Ozeta,Emilyn Ozeta,MS1
979166,979166_E00286,Kentasha,al-Mina,Kentasha al-Mina,MS3
979166,979166_E00287,Almaasa,Hellrud,Almaasa Hellrud,MS3
979166,979166_E00288,Jose,el-Srour,Jose el-Srour,MS2
979166,979166_E00289,Alyssa,Williams,Alyssa Williams,MS2
979166,979166_E00290,Kristopher,al-Adel,Kristopher al-Adel,MS2
979166,979166_E00291,Jesse,Lujan,Jesse Lujan,MS3
979166,979166_E00292,Robert,Barda,Robert Barda,MS3
979166,979166_E00293,Sultan,Lor,Sultan Lor,MS1
979166,979166_E00294,Dalton,Tate,Dalton Tate,MS3
979166,979166_E00295,Crystal,Robinson,Crystal Robinson,MS2
979166,979166_E00296,Rochelle,Phillips,Rochelle Phillips,MS3
979166,979166_E00297,Alea,al-Abdella,Alea al-Abdella,MS1
979166,979166_E00298,Michael,al-Maroun,Michael al-Maroun,MS1
979166,979166_E00299,Safwaan,King,Safwaan King,MS2
979166,979166_E00300,Martha,Rippley,Martha Rippley,MS3
979166,979166_E00301,Intisaar,Vigil,Intisaar Vigil,MS3
979166,979166_E00302,Barry,Lopez,Barry Lopez,MS2
979166,979166_E00303,Abrielle,Huynh,Abrielle Huynh,MS2
979166,979166_E00304,James,Se,James Se,MS3
979166,979166_E00305,Isaiah,Rodriquez,Isaiah Rodriquez,MS3
979166,979166_E00306,Sanaaa,Pardner,Sanaaa Pardner,MS1
979166,979166_E00307,Christian,Maldonado,Christian Maldonado,MS1
979166,979166_E00308,Byron,el-Ishmael,Byron el-Ishmael,MS3
979166,979166_E00309,Duane,Chavez,Duane Chavez,MS3
979166,979166_E00310,Sonja,Harrison,Sonja Harrison,MS1
979166,979166_E00311,James,Williams,James Williams,MS4
979166,979166_E00312,Rawda,el-Akbari,Rawda el-Akbari,MS3
979166,979166_E00313,Troyjohn,Hayes,Troyjohn Hayes,MS4
979166,979166_E00314,Avalon,el-Dib,Avalon el-Dib,MS4
979166,979166_E00315,Laurie,Strauss-Subia,Laurie Strauss-Subia,MS4
979166,979166_E00316,Christina,el-Saab,Christina el-Saab,MS3
979166,979166_E00317,Aanisa,Mosqueda,Aanisa Mosqueda,MS2
979166,979166_E00318,Ethan,el-Noorani,Ethan el-Noorani,MS3
979166,979166_E00319,Steven,Mackey,Steven Mackey,MS2
979166,979166_E00320,Haashid,Jackson,Haashid Jackson,MS4
979166,979166_E00321,Malynda,al-Husain,Malynda al-Husain,MS4
979166,979166_E00322,Isaac,Little,Isaac Little,MS4
979166,979166_E00323,Benjamin,Tindle,Benjamin Tindle,MS3
979166,979166_E00324,Sajaa,Sherrod,Sajaa Sherrod,MS3
979166,979166_E00325,Zaaid,Yousif,Zaaid Yousif,MS3
979166,979166_E00326,Dustin,al-Rasheed,Dustin al-Rasheed,MS3
979166,979166_E00327,Amna,Cordova,Amna Cordova,MS2
979166,979166_E00328,Ya'qoob,Kilcrease,Ya'qoob Kilcrease,MS2
979166,979166_E00329,Imtinaan,Venzor,Imtinaan Venzor,MS3
979166,979166_E00330,Hannah,Tran,Hannah Tran,MS1
979166,979166_E00331,Nabeela,Quintana Jr,Nabeela Quintana Jr,MS3
979166,979166_E00332,Daniel,el-Edris,Daniel el-Edris,MS4
979166,979166_E00333,Ricardo,Hutchison,Ricardo Hutchison,MS3
979166,979166_E00334,Chad,al-Mohammadi,Chad al-Mohammadi,MS4
979166,979166_E00335,John,Remillard,John Remillard,MS3
979166,979166_E00336,Pamela,Miller,Pamela Miller,MS1
979166,979166_E00337,Tucker,el-Usman,Tucker el-Usman,MS1
979166,979166_E00338,Samuel,Oldenburg,Samuel Oldenburg,MS1
979166,979166_E00339,Shaamikh,al-Abdallah,Shaamikh al-Abdallah,MS1
979166,979166_E00340,Christopher,Rodrigues,Christopher Rodrigues,MS3
979166,979166_E00341,Lorena,Failing,Lorena Failing,MS4
979166,979166_E00342,Jamillah,Baez,Jamillah Baez,MS2
979166,979166_E00343,Dennison,Padilla,Dennison Padilla,MS2
979166,979166_E00344,Aughinique,Terry,Aughinique Terry,MS1
979166,979166_E00345,Faruk,Cordova,Faruk Cordova,MS1
979166,979166_E00346,Matthew,Eggers,Matthew Eggers,MS1
979166,979166_E00347,Matthew,York,Matthew York,MS4
979166,979166_E00348,Talia,al-Bagheri,Talia al-Bagheri,MS3
979166,979166_E00349,A Jhi,Vigil,A Jhi Vigil,MS2
979166,979166_E00350,Eli,Mccloud,Eli Mccloud,MS4
979166,979166_E00351,Kwang,Hatch,Kwang Hatch,MS4
979166,979166_E00352,Jennifer,Barricklow,Jennifer Barricklow,MS4
979166,979166_E00353,Shaahir,el-Javid,Shaahir el-Javid,MS2
979166,979166_E00354,Misheck,Mayo,Misheck Mayo,MS4
979166,979166_E00355,Janette,Bear,Janette Bear,MS1
979166,979166_E00356,Chanthakath,Mizokami,Chanthakath Mizokami,MS1
979166,979166_E00357,Saige,Rhodes,Saige Rhodes,MS2
979166,979166_E00358,Sergio,Gully,Sergio Gully,MS2
979166,979166_E00359,Mitzi,Waite,Mitzi Waite,MS2
979166,979166_E00360,Letyraial,Wing,Letyraial Wing,MS3
979166,979166_E00361,Cochise,Johnson,Cochise Johnson,MS1
979166,979166_E00362,Brady,Yong,Brady Yong,MS2
979166,979166_E00363,Benton,Cheng,Benton Cheng,MS3
979166,979166_E00364,Melissa,Granados Garcia,Melissa Granados Garcia,MS3
979166,979166_E00365,Estephan,Kim,Estephan Kim,MS2
979166,979166_E00366,Sidney,Smith,Sidney Smith,MS2
979166,979166_E00367,Trae,Brooks,Trae Brooks,MS3
979166,979166_E00368,Victoria,Zanders,Victoria Zanders,MS1
979166,979166_E00369,Bryan,Lawrence,Bryan Lawrence,MS2
979166,979166_E00370,Henry,Blevans,Henry Blevans,MS1
979166,979166_E00371,Adina,al-Musa,Adina al-Musa,MS2
979166,979166_E00372,Ghaaliya,Mumma,Ghaaliya Mumma,MS2
979166,979166_E00373,Courtney,Barney,Courtney Barney,MS4
979166,979166_E00374,Marcellus,el-Arafat,Marcellus el-Arafat,MS3
979166,979166_E00375,Aaron,Johnson,Aaron Johnson,MS3
979166,979166_E00376,Amanda,Miera,Amanda Miera,MS2
979166,979166_E00377,Marcus,Than,Marcus Than,MS2
979166,979166_E00378,Ismael,el-Barakat,Ismael el-Barakat,MS1
979166,979166_E00379,Raaida,Ebat,Raaida Ebat,MS3
979166,979166_E00380,Maomao,Eggleston,Maomao Eggleston,MS4
979166,979166_E00381,Jacqueline,Kaufman,Jacqueline Kaufman,MS4
979166,979166_E00382,Ronja,Lansing,Ronja Lansing,MS1
979166,979166_E00383,Leandra,el-Yousif,Leandra el-Yousif,MS3
979166,979166_E00384,Kelly,Alexander,Kelly Alexander,MS4
979166,979166_E00385,Micha,Sanchez,Micha Sanchez,MS4
979166,979166_E00386,Felicia,Fahn,Felicia Fahn,MS3
979166,979166_E00387,Charlayna,Dockery,Charlayna Dockery,MS3
979166,979166_E00388,Naseefa,Denning,Naseefa Denning,MS3
979166,979166_E00389,Sterling,Preza-Castro,Sterling Preza-Castro,MS1
979166,979166_E00390,Safaaa,Runyan,Safaaa Runyan,MS4
979166,979166_E00391,Leonard,Mccaughey,Leonard Mccaughey,MS4
979166,979166_E00392,Jawhar,Little,Jawhar Little,MS1
979166,979166_E00393,Ty,Cespedes,Ty Cespedes,MS2
979166,979166_E00394,Shihaab,Keil,Shihaab Keil,MS1
979166,979166_E00395,Nabeel,Ambriz,Nabeel Ambriz,MS4
979166,979166_E00396,Michael,Hanson,Michael Hanson,MS3
979166,979166_E00397,Derek,al-Akhter,Derek al-Akhter,MS2
979166,979166_E00398,Lakesha,Turner,Lakesha Turner,MS3
979166,979166_E00399,Sujee,Anderson,Sujee Anderson,MS2
979166,979166_E00400,Christopher,Reed,Christopher Reed,MS1
979166,979166_E00401,Blaze,Charlesworth,Blaze Charlesworth,MS1
979166,979166_E00402,Alan,Huerta Lopez,Alan Huerta Lopez,MS3
979166,979166_E00403,Zachary,Young,Zachary Young,MS4
979166,979166_E00404,Sadoon,Sanchez,Sadoon Sanchez,MS1
979166,979166_E00405,Brandon,Sassaman,Brandon Sassaman,MS2
979166,979166_E00406,Angel,el-Saab,Angel el-Saab,MS3
979166,979166_E00407,Christen,Gallegos,Christen Gallegos,MS4
979166,979166_E00408,Kayla,el-Amir,Kayla el-Amir,MS2
979166,979166_E00409,Abdul Quddoos,Yen,Abdul Quddoos Yen,MS2
